,BootstrappedUCB,Epsilon Greedy (e=0.2),Random sampling,LogisticTS,BootstrappedTS
0,0.06349206349206349,0.06557377049180328,0.01694915254237288,0.017857142857142856,0.0547945205479452
1,0.045454545454545456,0.07964601769911504,0.03361344537815126,0.03,0.06611570247933884
2,0.05,0.07547169811320754,0.047058823529411764,0.029411764705882353,0.060240963855421686
3,0.05732484076433121,0.06280193236714976,0.05504587155963303,0.028901734104046242,0.06435643564356436
4,0.06077348066298342,0.06302521008403361,0.050724637681159424,0.044642857142857144,0.05714285714285714
5,0.05963302752293578,0.053763440860215055,0.05214723926380368,0.04225352112676056,0.0625
6,0.05952380952380952,0.049689440993788817,0.04871794871794872,0.03519061583577713,0.06109324758842444
7,0.056856187290969896,0.056265984654731455,0.04838709677419355,0.046753246753246755,0.06232294617563739
8,0.06042296072507553,0.059496567505720827,0.04462474645030426,0.05275779376498801,0.05693069306930693
9,0.06510416666666667,0.06288032454361055,0.04936014625228519,0.0640176600441501,0.05855855855855856
10,0.06557377049180328,0.06204379562043796,0.05555555555555555,0.0610236220472441,0.05465587044534413
11,0.05845511482254697,0.06040268456375839,0.055299539170506916,0.06104129263913824,0.05204460966542751
12,0.05555555555555555,0.05909797822706065,0.05673758865248227,0.05627009646302251,0.05360134003350084
13,0.05405405405405406,0.059593023255813955,0.05452127659574468,0.05846153846153846,0.05271317829457364
14,0.05582922824302135,0.05548037889039242,0.05562422744128554,0.05420827389443652,0.05102040816326531
15,0.05362776025236593,0.054474708171206226,0.059907834101382486,0.05622489959839357,0.051490514905149054
16,0.05217391304347826,0.05788177339901478,0.05717367853290183,0.05477707006369427,0.05269761606022585
17,0.054570259208731244,0.05812574139976275,0.0547112462006079,0.05825242718446602,0.0564042303172738
18,0.05699481865284974,0.059293044469783354,0.05476864966949953,0.058419243986254296,0.0592841163310962
19,0.057511737089201875,0.059734513274336286,0.059192825112107626,0.05984766050054407,0.05714285714285714
20,0.055248618784530384,0.059251559251559255,0.05897219882055602,0.058394160583941604,0.057926829268292686
21,0.05485232067510549,0.06,0.06009615384615385,0.056508577194752774,0.059223300970873784
22,0.05765407554671968,0.058823529411764705,0.060259344012204424,0.0556640625,0.05711610486891386
23,0.055765595463137994,0.059602649006622516,0.05989773557341125,0.055762081784386616,0.05535390199637023
24,0.05235602094240838,0.059907834101382486,0.05964912280701754,0.0558055805580558,0.05536028119507909
25,0.05267489711934156,0.05980650835532102,0.06048387096774194,0.0546875,0.05565068493150685
26,0.05263157894736842,0.05807002561912895,0.059431524547803614,0.054713804713804715,0.0538971807628524
27,0.052954719877206444,0.05697770437654831,0.05966438781852082,0.05370219690805533,0.052083333333333336
28,0.05124450951683748,0.057007125890736345,0.05945945945945946,0.0529595015576324,0.05259087393658159
29,0.05185704274702172,0.0568793235972329,0.05827505827505827,0.0531437125748503,0.05105105105105105
30,0.05013550135501355,0.05754857997010463,0.05869074492099323,0.05278592375366569,0.05043859649122807
31,0.051332033788174136,0.05745454545454545,0.057628979143798026,0.05184659090909091,0.04985754985754986
32,0.051972448340638695,0.057203389830508475,0.05797872340425532,0.05299380591878871,0.05072967338429465
33,0.05275924802910855,0.06245710363761153,0.05900461775269369,0.052104208416833664,0.05263157894736842
34,0.054354178842782,0.061114842175957015,0.05888223552894212,0.05157962604771115,0.052352551358515576
35,0.05474040632054176,0.05955497382198953,0.057460164171897636,0.051604782882315924,0.05232558139534884
36,0.053551912568306013,0.061822817080943275,0.0568075117370892,0.05079559363525092,0.0516698172652804
37,0.05305466237942122,0.0630407911001236,0.05603644646924829,0.0498220640569395,0.05098280098280098
38,0.05385810460901087,0.06283987915407856,0.05545696539485359,0.05091533180778032,0.050867743865948535
39,0.05358948432760364,0.0650887573964497,0.056204063986165155,0.050335570469798654,0.051222351571594875
40,0.0535889872173058,0.06495726495726496,0.05553200508690123,0.05131004366812227,0.05132543711223914
41,0.05348615090735435,0.06581858407079647,0.05640181144503911,0.05139186295503212,0.0534435261707989
42,0.05349601126231816,0.06465517241379311,0.056134723336006415,0.0521876647337902,0.05361930294906166
43,0.052248977737392094,0.0642781875658588,0.055620838229533884,0.05186721991701245,0.05274151436031332
44,0.05307760927743087,0.06345957011258956,0.05446873801304181,0.05166240409207161,0.0541497975708502
45,0.05240174672489083,0.06517412935323383,0.05495327102803738,0.05128205128205128,0.05430528375733855
46,0.053625053625053626,0.06718221362977284,0.055738907224055737,0.051826258637709774,0.05433746425166826
47,0.052872606161532054,0.06669820245979187,0.05581395348837209,0.05217391304347826,0.052704576976421634
48,0.052525252525252523,0.06564245810055866,0.055944055944055944,0.05255613951266125,0.05237020316027088
49,0.05230288836846214,0.06681922196796339,0.05565097904500172,0.05322656617993406,0.053357047576700754
50,0.051456678017404466,0.06618640252138676,0.05557426743011115,0.05287569573283859,0.05336832895888014
51,0.05183823529411765,0.06763285024154589,0.0550609957138147,0.0535224153705398,0.05301410859341599
52,0.05146792316056542,0.06726649528706084,0.054404145077720206,0.053057553956834536,0.052719665271966525
53,0.05235231694375663,0.06663854913538592,0.05400254129606099,0.052585064074237735,0.052394596807204256
54,0.05304857044436789,0.06533278889342589,0.054602184087363496,0.05192557334487235,0.05299076676033721
55,0.05313028764805414,0.06525220176140913,0.054945054945054944,0.05220367993153616,0.05367008681925809
56,0.053315561479506834,0.06535433070866142,0.05662073097663271,0.051833122629582805,0.05430566330488751
57,0.053215801501795626,0.06460348162475822,0.056275780789628756,0.05152514427040396,0.05375524208921083
58,0.05421686746987952,0.06468797564687975,0.056647398843930635,0.051271699636657245,0.05282877482203072
59,0.054619225967540576,0.06362275449101797,0.057223796033994336,0.05150554675118859,0.05344636933284187
60,0.054718721180448814,0.06316562614763128,0.05684034550013931,0.051262135922330095,0.05266981474754813
61,0.05466626396858955,0.06315409599422592,0.05682130112544606,0.05156608097784569,0.052480230050323505
62,0.054206161137440756,0.06292214717383576,0.056950067476383266,0.05322338830584707,0.052164655784244146
63,0.05400696864111498,0.06258741258741259,0.05752916224814422,0.054163596168017684,0.052374301675977654
64,0.05393130854385467,0.06305688827964359,0.05805439330543933,0.05434782608695652,0.05205101689072734
65,0.05447907891041842,0.06332543176430748,0.058004640371229696,0.05433238636363636,0.051378019734603604
66,0.05396383866481224,0.06314734380220514,0.05730223123732252,0.054799301919720766,0.05178211163416274
67,0.05403158769742311,0.06245869134170522,0.05717852684144819,0.05542168674698795,0.05170699370235333
68,0.05500550055005501,0.06233681462140992,0.057360905957656326,0.05516074450084602,0.05306256141500164
69,0.05452091767881242,0.06211779851947216,0.057115198451113264,0.054340622929092114,0.05288616575298291
70,0.05432756324900133,0.06172446706967865,0.05723825423324588,0.0547945205479452,0.05269881826892367
71,0.05418077624381349,0.061553030303030304,0.05669254293107504,0.054580274497286946,0.05402010050251256
72,0.05348542458808619,0.062245855489521426,0.056289089645587216,0.05419029615626969,0.05318491032776747
73,0.053952321204516936,0.06162898730257046,0.05574594471098926,0.05366004962779156,0.05325987144168962
74,0.053899652260308,0.06135531135531135,0.05555555555555555,0.05350045857535922,0.053143030671120556
75,0.054159551110026835,0.06149651620720994,0.05543237250554324,0.05371152685576343,0.05310531053105311
76,0.05389076848719188,0.06190191387559808,0.05523893029373082,0.05397390272835113,0.05349182763744428
77,0.053550083672005734,0.06126072802604321,0.05455726347694306,0.05431591309453905,0.054245283018867926
78,0.053887969747104705,0.062353629976580796,0.05497326203208556,0.054407913878382314,0.05375401694420099
79,0.053613053613053616,0.06183184050852355,0.05506141465480729,0.05413187446012093,0.05355600345522603
80,0.053583695901076256,0.061873388713835575,0.05498641020280159,0.054285714285714284,0.05345022624434389
81,0.053704962610469066,0.06216292932160091,0.05497003513122546,0.05443719875248086,0.052956010086859066
82,0.053638993990652126,0.06214848143982002,0.05454915530225931,0.054198258916034824,0.053318522632602054
83,0.0528835690968444,0.06189015890716476,0.054783484390735146,0.05427859318748269,0.053168044077134984
84,0.05227077977720651,0.06196403872752421,0.05496912965544712,0.05430608886450905,0.053449686392146166
85,0.05244084416968663,0.06181619256017506,0.05508557938225457,0.053542455381287185,0.05399568034557235
86,0.053411224702691426,0.0615009482525061,0.054746651135701804,0.05329405463310123,0.05487152034261242
87,0.052931596091205214,0.06166219839142091,0.0541890853189854,0.05327325735489001,0.05438225976768744
88,0.052896218825422364,0.06095638465580662,0.05397187381223869,0.05310199789695058,0.05451225873761085
89,0.05308151093439364,0.060763438068034276,0.05377961639714178,0.053166536356528536,0.05402624131721122
90,0.05316007088009451,0.061003861003861,0.05316783994071878,0.05332643023556821,0.053771661569826705
91,0.053073170731707316,0.061078456427293634,0.05273759384728072,0.052942688254947315,0.053494827151148124
92,0.052845528455284556,0.0606366851945427,0.05252671617460605,0.053007135575942915,0.05358037055583375
93,0.05292319449751624,0.06091115026428392,0.05235789851174467,0.05324249306081252,0.053792761527020325
94,0.052790917691579946,0.06098475381154711,0.05206112295664535,0.05326331582895724,0.05344827586206897
95,0.05294780322944048,0.061401336964595196,0.052030233784496394,0.05382716049382716,0.05338859093125305
96,0.05263157894736842,0.06073965221650747,0.052027144597181135,0.05328467153284672,0.05405405405405406
97,0.05276848755109625,0.059927797833935016,0.05171522151353215,0.05303760848601736,0.05384063173007897
98,0.05260243632336656,0.060972716488730726,0.051824070917149676,0.05338417540514776,0.05390643552600333
99,0.05239221393487357,0.06013986013986014,0.05151156899172437,0.05321403343536614,0.053996698891770806
100,0.05300162249864792,0.05969117308135515,0.0514065639651708,0.05319645356976201,0.053613053613053616
101,0.05304518664047151,0.05924757828339716,0.05163539764237091,0.05373616236162362,0.053228419347373296
102,0.05261293179805137,0.05920320498553305,0.05148873169929265,0.05417142857142857,0.05335786568537258
103,0.052585297221245164,0.05962897526501767,0.051231848588676784,0.05423190378942591,0.05320849509020324
104,0.05294426000349467,0.059636044727033544,0.0515513897866839,0.05474534440206417,0.05308529945553539
105,0.0528962885882761,0.05945121951219512,0.051351783714605664,0.05501113585746102,0.05271457535480964
106,0.052586206896551725,0.05938448201127005,0.05122918318794607,0.05506607929515418,0.052478785171951765
107,0.05224391915039397,0.05906445354602285,0.0509514074540022,0.05539803707742639,0.05238726790450928
108,0.052265399626675715,0.059516163562406334,0.050850101388238964,0.05572354211663067,0.05240078930059198
109,0.052570093457943924,0.05931122448979592,0.05099675475197033,0.05579307396323215,0.05265448215839861
110,0.05203359130577968,0.05918410484041429,0.05104692037291762,0.055484963998305804,0.052722558340535866
111,0.05221932114882506,0.059414225941422594,0.05109599395313681,0.055088309503784696,0.0528123658222413
112,0.05178254557186643,0.05923924340054043,0.05137037591732814,0.05516088591725867,0.0524073285044738
113,0.05149528226451303,0.06030565881866997,0.05145746579417014,0.05478315003112679,0.05247629083245522
114,0.05172413793103448,0.06025824964131994,0.0515205196338943,0.054983525535420096,0.05253244035161155
115,0.05212749254200032,0.060165556228548356,0.0511770726714432,0.054690700532568616,0.05255504777731616
116,0.05172680811522379,0.06058190514149064,0.0508916920400174,0.054685911770685096,0.052436003303055326
117,0.05180630284396618,0.06019340832839945,0.05128573480821721,0.05443140428976123,0.052104617899468735
118,0.05193218267908966,0.059835745013687915,0.05129666571672841,0.054406745633406944,0.05222672064777328
119,0.05171367910221413,0.05974781765276431,0.05135823429541596,0.05472636815920398,0.052070767993566545
120,0.05140961857379768,0.06016197454685692,0.05119214586255259,0.05458860759493671,0.051675977653631286
121,0.051378070701018574,0.06029862174578867,0.05102182677603225,0.05469515781219369,0.05135831846123339
122,0.05098855359001041,0.05977229601518026,0.05070461453440177,0.054385964912280704,0.0514835920613087
123,0.05139154763657782,0.05967620481927711,0.0510818953711312,0.05446792013956193,0.05160281469898358
124,0.050998105784642284,0.05930622901902275,0.050808314087759814,0.054272517321016164,0.051446321102698506
125,0.050764349581770986,0.05953041227583657,0.050815473783528776,0.05425023877745941,0.05102040816326531
126,0.0503216583273767,0.05917918651520704,0.05084972567911147,0.05416191562143672,0.05064984709480122
127,0.05059693007390563,0.05919623461259957,0.05058417419012214,0.05411010558069382,0.051024279210925644
128,0.05037996059667886,0.059320510515908684,0.050263852242744066,0.05383177570093458,0.051016566265060244
129,0.050300405197708536,0.05911680911680912,0.05011777021722062,0.05341246290801187,0.05099943956659817
130,0.05034578146611342,0.059062776304155615,0.050590219224283306,0.05355171144644829,0.05074074074074074
131,0.05041208791208791,0.05893736805066854,0.05075357464897591,0.053600729261622605,0.0506259204712813
132,0.05027322404371585,0.05903930131004367,0.050678269772203736,0.0536231884057971,0.05034785792749909
133,0.05016995241332427,0.058915537017726796,0.050640944282269326,0.053835073820669786,0.049990910743501184
134,0.05037715517241379,0.05925925925925926,0.05051650289745528,0.05442176870748299,0.050532394874571375
135,0.050761421319796954,0.058733139832678846,0.05065666041275797,0.054855316882655776,0.05050143266475645
136,0.05097151982965132,0.058693433140523985,0.050906381922026324,0.055241793152135545,0.05074786324786325
137,0.050894632206759445,0.05896266261192769,0.05068442471328154,0.05527285488682225,0.050802610689716
138,0.05075138412865805,0.05879388543591466,0.05102165667441576,0.05568161982894048,0.050666199158485276
139,0.05048518227117755,0.05926544240400668,0.05088872656440224,0.05565187239944522,0.05080027835768963
140,0.05078125,0.05922362309223623,0.05077983315197679,0.05545957152729786,0.050580287545470295
141,0.050950472003103583,0.05873642645607108,0.050749850029994,0.055526992287917736,0.050506785775639926
142,0.050720906282183315,0.05856299212598425,0.05103135805413139,0.05533798739996595,0.0505704069470458
143,0.05051796904975061,0.05861224489795919,0.05095390449105344,0.05540494747543206,0.05079311508606142
144,0.050510204081632655,0.0585373763580347,0.050877399599576024,0.05529332434254889,0.050912744933846926
